pk,record,datetime,user,project_id,VarLabel,VarName,VarDescription,FieldType,VarBlank,VarNull,Identifier,VarMaxDigits,VarMaxDecimalPlaces,VarMaxLength
623,1,2012-08-30 19:17,paulina,2,BNT-MEDIUM-Camel,BNT_Medium_Camel,Patient's ability to correctly name item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
624,1,2012-08-30 19:18,paulina,2,BNT-LOW-Harmonica,BNT_Low_Harmonica,Patient's ability to correctly name item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
625,1,2012-08-30 19:19,paulina,2,BNT-LOW-Tongs,BNT_Low_Tongs,Patient's ability to correctly name item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
626,1,2012-08-30 19:39,paulina,2,BNT-LOW-Hammock,BNT_Low_Hammock,Patient's ability to correctly name item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
627,1,2012-08-30 19:39,paulina,2,BNT-LOW-Funnel,BNT_Low_Funnel,Patient's ability to correctly name item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
628,1,2012-08-30 19:40,paulina,2,BNT-LOW-Dominoes,BNT_Low_Dominoes,Patient's ability to correctly name item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
629,1,2012-08-30 19:41,paulina,2,BNT-Picture Correct-HIGH,BNT_PicCorrect_High,How many times did patient correctly label picture in HIGH category,BigIntegerField,0,1,0,NULL,NULL,NULL
630,1,2012-08-30 19:50,paulina,2,BNT-Picture Correct-MEDIUM,BNT_PicCorrect_Medium,How many times did patient correctly label picture in MEDIUM category,BigIntegerField,0,1,0,NULL,NULL,NULL
631,1,2012-08-30 19:52,paulina,2,BNT-Picture Correct-LOW,BNT_PicCorrect_Low,How many times did patient correctly label picture in LOW category,BigIntegerField,0,1,0,NULL,NULL,NULL
632,1,2012-08-30 19:53,paulina,2,BNT_Picture Correct-TOTAL,BNT_PicCorrect_Total,How many times did patient correctly label picture in Total,BigIntegerField,0,1,0,NULL,NULL,NULL
633,1,2012-08-30 20:24,paulina,2,WLMT-TRIAL 1-Butter,WLMT_Trial1_Butter,Check word if its recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
634,1,2012-08-30 20:31,paulina,2,WLMT-TRIAL 1-Arm,WLMT_Trial1_Arm,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
635,1,2012-08-30 20:35,paulina,2,WLMT-TRIAL 1-Shore,WLMT_Trial1_Shore,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
636,1,2012-08-30 20:35,paulina,2,WLMT-TRIAL 1-Letter,WLMT_Trial1_Letter,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
637,1,2012-08-30 20:36,paulina,2,WLMT-TRIAL 1-Queen,WLMT_Trial1_Queen,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
638,1,2012-08-30 20:37,paulina,2,WLMT-TRIAL 1-Cabin,WLMT_Trial1_Cabin,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
639,1,2012-08-30 20:38,paulina,2,WLMT-TRIAL 1-Pole,WLMT_Trial1_Pole,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
640,1,2012-08-30 20:38,paulina,2,WLMT-TRIAL 1-Ticket,WLMT_Trial1_Ticket,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
641,1,2012-08-30 20:39,paulina,2,WLMT-TRIAL 1-Grass,WLMT_Trial1_Grass,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
642,1,2012-08-30 20:40,paulina,2,WLMT-TRIAL 2-Ticket,WLMT_TRIAL2_Ticket,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
643,1,2012-08-30 20:41,paulina,2,WLMT-TRIAL 2-Cabin,WLMT_TRIAL2_Cabin,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
644,1,2012-08-30 20:44,paulina,2,WLMT-TRIAL 2-Butter,WLMT_TRIAL2_Butter,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
645,1,2012-08-30 20:45,paulina,2,WLMT-TRIAL 2-Shore,WLMT_Trial2_Shore,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
646,1,2012-08-30 20:45,paulina,2,WLMT-TRIAL 2-Engine,WLMT_Trial2_Engine,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
647,1,2012-08-30 20:47,paulina,2,WLMT-TRIAL 2-Arm,WLMT_Trial2_Arm,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
648,1,2012-08-30 20:48,paulina,2,WLMT-TRIAL 2-Queen,WLMT_Trial2_Queen,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
649,1,2012-08-30 21:00,paulina,2,WLMT-TRIAL 2-Letter,WLMT_Trial2_Letter,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
650,1,2012-08-30 21:03,paulina,2,WLMT-TRIAL 2-Grass,WLMT_Trial2_Grass,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
651,1,2012-08-30 21:04,paulina,2,WLMT_TRIAL3_Queen,WLMT_Trial3_Queen,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
652,1,2012-08-30 21:04,paulina,2,WLMT_TRIAL3_Grass,WLMT_Trial3_Grass,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
653,1,2012-08-30 21:06,paulina,2,WLMT_Trial3_Arm,WLMT_Trial3_Arm,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
654,1,2012-08-30 21:09,paulina,2,WLMT-TRIAL 3-Cabin,WLMT_TRIAL3_Cabin,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
655,1,2012-08-30 21:10,paulina,2,WLMT-TRIAL 3-Pole,WLMT_Trial3_Pole,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
656,1,2012-08-30 21:10,paulina,2,WLMT-TRIAL 3-Shore,WLMT_Trial3_Shore,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
657,1,2012-08-30 21:13,paulina,2,WLMT-TRIAL 3-Butter,WLMT_Trial3_Butter,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
658,1,2012-08-30 21:14,paulina,2,WLMT-TRIAL 3-Engine,WLMT_Trial3_Engine,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
659,1,2012-08-30 21:17,paulina,2,WLMT-TRIAL 3-Ticket,WLMT_Trial3_Ticket,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
660,1,2012-08-30 21:17,paulina,2,WLMT-TRIAL 3-Letter,WLMT_Trial3_Letter,Check word if it is recalled correctly by patient,BooleanField,0,0,0,NULL,NULL,NULL
661,1,2012-08-30 21:27,paulina,2,WLMT-Trial 1-Correct,WLMT_Trial1_Correct,How many words did patient recall correctly in Trial 1 of Word List Memory Test,BigIntegerField,0,1,0,NULL,NULL,NULL
662,1,2012-08-30 21:28,paulina,2,WLMT-Trial 2-Correct,WLMT_Trial2_Correct,How many words did patient recall correctly in Trial 2 of Word List Memory Test,BigIntegerField,0,1,0,NULL,NULL,NULL
663,1,2012-08-30 21:29,paulina,2,WLMT-Trial 3-Correct,WLMT_Trial3_Correct,How many words did patient recall correctly in Trial 3 of Word List Memory Test,BigIntegerField,0,1,0,NULL,NULL,NULL
664,1,2012-08-30 21:31,paulina,2,WLMT-Trial 1-Intrusions,WLMT_Trial1_Intrusions,How many words dWere there any intrusions in Trial 1 of Word List Memory Test,BigIntegerField,0,1,0,NULL,NULL,NULL
665,1,2012-08-30 21:32,paulina,2,WLMT-Trial 2-Intrusions,WLMT_Trial2_Intrusions,Were there any intrusions in Trial 2 of Word List Memory Test,BigIntegerField,0,1,0,NULL,NULL,NULL
666,1,2012-08-30 21:36,paulina,2,WLMT-Trial 3-Intrusions,WLMT_Trial3_Intrusions,Were there any intrusions in Trial 3 of Word List Memory Test,BigIntegerField,0,1,0,NULL,NULL,NULL
667,1,2012-08-30 21:37,paulina,2,WLMT-NIS,WLMT_NIS,NIS of Patient,CharField,0,0,0,NULL,NULL,30
668,1,2012-08-30 21:59,paulina,2,CP-NIS,CP_NIS,NIS of Patient,CharField,0,0,0,NULL,NULL,30
669,1,2012-08-30 22:05,paulina,2,CP_Visit,CP_Visit,Which visit number is patient on,BigIntegerField,0,0,0,NULL,NULL,NULL
670,1,2012-08-30 22:10,paulina,2,CP-Date,CP_Date,Date CP exam performed,DateField,0,0,0,NULL,NULL,NULL
671,1,2012-08-30 22:24,paulina,2,CP-Item 1-Circle a) Closed Circle,CP_Item1_ClosedCircle,Testing patient's ability to draw a closed circle,RadioButton,0,0,0,NULL,NULL,NULL
672,1,2012-08-30 22:32,paulina,2,CP-Item 1-Circle b) Circular Shape,CP_Item1_CircularShape,Testing patient's ability to draw a circular shape,RadioButton,0,0,0,NULL,NULL,NULL
673,1,2012-08-30 22:34,paulina,2,CP-Item 2-Diamond a) Draws 4 sides,CP_Item2Diamond_Draw4Sides,Testing patient's ability to draw 4 sides of diamond,RadioButton,0,0,0,NULL,NULL,NULL
674,1,2012-08-30 22:44,paulina,2,CP-Item 2-Diamond b) Closes all 4 angles of figure,CP_Item2Diamond_Closes4Angles,Testing patient's ability to close all 4 angles of Diamond shape,RadioButton,0,0,0,NULL,NULL,NULL
675,1,2012-08-30 22:46,paulina,2,CP-Item 1-Diamond c) Sides of approximately equal length,CP_Item1Diamond_SidesEqualLength,Testing patient's ability to draw sides of equal length on Diamond shape,RadioButton,0,0,0,NULL,NULL,NULL
676,1,2012-08-30 23:07,paulina,2,CP-Item 3-Rectangles a) Figures are 4 sided,CP_Item3Rectangle_FourSided,Testing patient's ability to draw 4 sides of rectangle,RadioButton,0,0,0,NULL,NULL,NULL
677,1,2012-08-30 23:09,paulina,2,CP-Item 3-Rectangles b) Overlap resembles original,CP_Item3Rectangles_Overlap,Testing patient's ability to draw an overlap that resembles the original,RadioButton,0,0,0,NULL,NULL,NULL
678,1,2012-08-30 23:14,paulina,2,CP-Item 4-Cube a) Figure is 3-dimensional,CP_Item4Cube_3D,Testing patient's ability to 3 Dimensional Cube,RadioButton,0,0,0,NULL,NULL,NULL
679,1,2012-08-30 23:16,paulina,2,CP-Item 4-Cube b) Frontal face correctly oriented,CP_Item4Cube_FrontFaceOrientation,Testing patient's ability to draw Cube with correct frontal face orientation,RadioButton,0,0,0,NULL,NULL,NULL
680,1,2012-08-31 14:00,paulina,2,CP-Item 4-Cube c) Internal lines correctly drawn,CP_Item4Cube_InternalLines,Testing patient's ability to draw internal lines on cube,RadioButton,0,0,0,NULL,NULL,NULL
681,1,2012-08-31 14:01,paulina,2,CP-Item 4-Cube d) Opposite sides are parallel (within 10 degrees),CP_Item4Cube_SidesParallel,Testing patient's ability to draw opposite sides that are parallel on cube,RadioButton,0,0,0,NULL,NULL,NULL
682,1,2012-08-31 14:03,paulina,2,CP-TOTAL-Item 1,CP_Total_Item1,What is the total score for Item 1 in Constructional Praxis,BigIntegerField,0,1,0,NULL,NULL,NULL
683,1,2012-08-31 14:03,paulina,2,CP-TOTAL-Item 2,CP_Total_Item2,What is the total score for Item 2 in Constructional Praxis,BigIntegerField,0,1,0,NULL,NULL,NULL
684,1,2012-08-31 14:03,paulina,2,CP-TOTAL-Item 3,CP_Total_Item3,What is the total score for Item 3 in Constructional Praxis,BigIntegerField,0,1,0,NULL,NULL,NULL
685,1,2012-08-31 14:04,paulina,2,CP-TOTAL-Item 4,CP_Total_Item4,What is the total score for Item 4 in Constructional Praxis,BigIntegerField,0,1,0,NULL,NULL,NULL
686,1,2012-08-31 14:14,paulina,2,WLR-Church,WLR_Church,Testing patient's ability to recognize a word that was previously shown to them,BigIntegerField,0,1,0,NULL,NULL,NULL
687,1,2012-08-31 14:14,paulina,2,WLR-Coffee,WLR_Coffee,"Testing patient's ability to recognize the word COFFEE, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
688,1,2012-08-31 14:15,paulina,2,WLR-Butter,WLR_Butter,"Testing patient's ability to recognize the word BUTTER, that was previously shown to them",BigIntegerField,0,0,0,NULL,NULL,NULL
689,1,2012-08-31 14:15,paulina,2,WLR-Dollar,WLR_Dollar,"Testing patient's ability to recognize the word DOLLAR, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
690,1,2012-08-31 14:16,paulina,2,WLR-Arm,WLR_Arm,"Testing patient's ability to recognize the word ARM, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
691,1,2012-08-31 14:21,paulina,2,WLR-Shore,WLR_Shore,"Testing patient's ability to recognize the word SHORE, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
692,1,2012-08-31 14:21,paulina,2,WLR-Five,WLR_Five,"Testing patient's ability to recognize the word SHORE, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
693,1,2012-08-31 14:22,paulina,2,WLR-Letter,WLR_Letter,"Testing patient's ability to recognize the word LETTER, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
694,1,2012-08-31 14:22,paulina,2,WLR-Hotel,WLR_Hotel,"Testing patient's ability to recognize the word HOTEL, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
695,1,2012-08-31 14:23,paulina,2,WLR-Mountain,WLR_Mountain,"Testing patient's ability to recognize the word MOUNTAIN, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
696,1,2012-08-31 14:23,paulina,2,WLR-Queen,WLR_Queen,"Testing patient's ability to recognize the word QUEEN, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
697,1,2012-08-31 14:24,paulina,2,WLR-Cabin,WLR_Cabin,"Testing patient's ability to recognize the word CABIN, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
698,1,2012-08-31 14:25,paulina,2,WLR-Slipper,WLR_Slipper,"Testing patient's ability to recognize the word SLIPPER, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
699,1,2012-08-31 14:25,paulina,2,WLR-Pole,WLR_Pole,"Testing patient's ability to recognize the word POLE, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
700,1,2012-08-31 14:26,paulina,2,WLR-Village,WLR_Village,"Testing patient's ability to recognize the word VILLAGE, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
701,1,2012-08-31 14:27,paulina,2,WLR-String,WLR_String,"Testing patient's ability to recognize the word STRING, that was previously shown to them",BigIntegerField,0,0,0,NULL,NULL,NULL
702,1,2012-08-31 14:33,paulina,2,WLR-Ticket,WLR_Ticket,"Testing patient's ability to recognize the word TICKET, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
703,1,2012-08-31 14:34,paulina,2,WLR-Troops,WLR_Troops,"Testing patient's ability to recognize the word TROOPS, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
704,1,2012-08-31 14:34,paulina,2,WLR-Grass,WLR_Grass,"Testing patient's ability to recognize the word GRASS, that was previously shown to them",BigIntegerField,0,1,0,NULL,NULL,NULL
705,1,2012-08-31 14:35,paulina,2,WLR-Engine,WLR_Engine,Testing patient's ability to recognize the word ENGINE. that was previously shown to them,BigIntegerField,0,1,0,NULL,NULL,NULL
706,1,2012-08-31 14:36,paulina,2,WLR-TOTAL Yes,WLR_Total_Yes,Total correct YES responses,BigIntegerField,0,1,0,NULL,NULL,NULL
707,1,2012-08-31 14:36,paulina,2,WLR-TOTAL No,WLR_Total_No,Total correct NO responses,BigIntegerField,0,1,0,NULL,NULL,NULL
708,1,2012-08-31 14:39,paulina,2,WLRecall-Butter,WLrecall_Butter,Testing patient's ability to list words from memory based on list previously shown to them,BooleanField,0,0,0,NULL,NULL,NULL
709,1,2012-08-31 14:39,paulina,2,WLRecall-Arm,WLrecall_Arm,Testing patient's ability to list words from memory based on list previously shown to them,BooleanField,0,0,0,NULL,NULL,NULL
710,1,2012-08-31 14:40,paulina,2,WLRecall-Shore,WLrecall_Shore,Testing patient's ability to list words from memory based on list previously shown to them,BooleanField,0,0,0,NULL,NULL,NULL
711,1,2012-08-31 14:40,paulina,2,WLRecall-Letter,WLrecall_Letter,Testing patient's ability to list words from memory based on list previously shown to them,BooleanField,0,0,0,NULL,NULL,NULL
712,1,2012-08-31 14:41,paulina,2,WLRecall-Queen,WLRecall_Queen,Testing patient's ability to list words from memory based on list previously shown to them,BooleanField,0,0,0,NULL,NULL,NULL
713,1,2012-08-31 14:41,paulina,2,WLRecall-Cabin,WLRecall_Cabin,Testing patient's ability to list words from memory based on list previously shown to them,BooleanField,0,0,0,NULL,NULL,NULL
714,1,2012-08-31 14:42,paulina,2,WLRecall-Pole,WLRecall_Pole,Testing patient's ability to list words from memory based on list previously shown to them,BooleanField,0,0,0,NULL,NULL,NULL
715,1,2012-08-31 14:42,paulina,2,WLRecall-Ticket,WLRecall_Ticket,Testing patient's ability to list words from memory based on list previously shown to them,BooleanField,0,0,0,NULL,NULL,NULL
716,1,2012-08-31 14:42,paulina,2,WLRecall-Grass,WLRecall_Grass,Testing patient's ability to list words from memory based on list previously shown to them,BooleanField,0,0,0,NULL,NULL,NULL
717,1,2012-08-31 14:43,paulina,2,WLRecall-Engine,WLRecall_Engine,Testing patient's ability to list words from memory based on list previously shown to them,BooleanField,0,0,0,NULL,NULL,NULL
718,1,2012-08-31 14:44,paulina,2,WLR-Intrusions,WLR_Intrusions,Any intrusions during Word List Recall test,CharField,0,0,0,NULL,NULL,30
719,1,2012-08-31 14:45,paulina,2,WLRecall-Total Correct,WLRecall_Total_Correct,Total correct ,BigIntegerField,0,1,0,NULL,NULL,NULL
720,1,2012-08-31 14:46,paulina,2,WLRecall-Total Intrusions,WLRecall_Total_Intrusions,Total Intrusions during test,BigIntegerField,0,1,0,NULL,NULL,NULL
721,1,2012-08-31 14:51,paulina,2,IADL-Name of Patient,IADL_Name,Name of Patient,CharField,0,0,0,NULL,NULL,30
722,1,2012-08-31 14:51,paulina,2,IADL-Date,IADL_Date,Date IADL test was given,DateField,0,0,0,NULL,NULL,NULL
723,1,2012-08-31 14:52,paulina,2,IADL-Using Telephone,IADL_Telephone,Testing capabilities of patient,RadioButton,0,0,0,NULL,NULL,NULL
724,1,2012-08-31 14:53,paulina,2,IADL-Travelling,IADL_Travelling,Testing patient's travelling capabilities,RadioButton,0,0,0,NULL,NULL,NULL
725,1,2012-08-31 14:54,paulina,2,IADL-Shopping,IADL_Shopping,Testing patient's shopping capabilities,RadioButton,0,0,0,NULL,NULL,NULL
726,1,2012-08-31 14:54,paulina,2,IADL-Preparing Meals,IADL_PrepMeals,Testing patient's capabilities in meal preparation,RadioButton,0,0,0,NULL,NULL,NULL
727,1,2012-08-31 14:55,paulina,2,IADL-Housework,IADL_Housework,Testing patient's housework capabilities,RadioButton,0,0,0,NULL,NULL,NULL
728,1,2012-08-31 14:56,paulina,2,IADL_Taking Medicine,IADL_Medicine,Testing patient's capabilities with taking medicine,RadioButton,0,0,0,NULL,NULL,NULL
729,1,2012-08-31 14:56,paulina,2,IADL-Managing Money,IADL_ManagingMoney,Testing patient's ability to manage money,RadioButton,0,0,0,NULL,NULL,NULL
730,1,2012-08-31 14:59,paulina,2,GDS-Hospital Location,GDS_Hospital,Which Medical Institution was GDL given,RadioButton,0,0,0,NULL,NULL,NULL
731,1,2012-08-31 15:01,paulina,2,GDS-1. Are you basically satisfied with your life,GDS_SatisfiedLife,Is patient satisfied with their life,RadioButton,0,0,0,NULL,NULL,NULL
732,1,2012-08-31 15:02,paulina,2,GDS-2. Have you dropped many of your activities and interest,GDS_ActivityInterests,Has patient dropped many of their activities and interests,RadioButton,0,0,0,NULL,NULL,NULL
733,1,2012-08-31 15:03,paulina,2,GDS-3. Do you feel your life is empty,GDS_LifeEmpty,Does the patient feel life is empty,RadioButton,0,0,0,NULL,NULL,NULL
734,1,2012-08-31 15:04,paulina,2,GDS-4. Do you often get bored,GDS_Boredom,Is the patient often bored,RadioButton,0,0,0,NULL,NULL,NULL
735,1,2012-08-31 15:05,paulina,2,GDS-5. Are you in good spirits most of the time,GDS_GoodSpirits,Is the patient often in good spirits,RadioButton,0,0,0,NULL,NULL,NULL
736,1,2012-08-31 15:06,paulina,2,GDS-6. Are you afraid that something bad is going to happen to you,GDS_Fear,Is patient fearful of something bad happening to them,RadioButton,0,0,0,NULL,NULL,NULL
737,1,2012-08-31 15:06,paulina,2,GDS-7. Do you feel happy most of the time,GDS_Happiness,How happy is the patient,RadioButton,0,0,0,NULL,NULL,NULL
738,1,2012-08-31 15:07,paulina,2,GDS-8. Do you often feel helpless,GDS_Helplessness,Does the patient often have a feeling of helplessness,RadioButton,0,0,0,NULL,NULL,NULL
739,1,2012-08-31 15:08,paulina,2,"GDS-9. Do you prefer to stay home, rather than going out and doing new things",GDS_PreferStayHome,Does the patient prefer to stay home instead of going out and trying new things,RadioButton,0,0,0,NULL,NULL,NULL
740,1,2012-08-31 17:17,paulina,2,GDS-10. Do you feel you have more problems with memory than most,GDS_Memory,Patient's ability to remember things,RadioButton,0,0,0,NULL,NULL,NULL
741,1,2012-08-31 17:18,paulina,2,GDS-11. Do you think it's wonderful to be alive now,GDS_AttitiudeLiving,Patient's attitude towards being alive,RadioButton,0,0,0,NULL,NULL,NULL
742,1,2012-08-31 17:39,paulina,2,GDS-12. Do you feel pretty worthless the way you are now?,GDS_Worthlessness,Patient's feeling of worthlessness,RadioButton,0,0,0,NULL,NULL,NULL
743,1,2012-08-31 17:40,paulina,2,GDS-13. Do you feel full of energy?,GDS_Energy,Patient's energy level,RadioButton,0,0,0,NULL,NULL,NULL
744,1,2012-08-31 17:47,paulina,2,GDS-14. Do you feel that your situation is hopeless?,GDS_SituationHopeless,Patient's attitude towards current situation,RadioButton,0,0,0,NULL,NULL,NULL
745,1,2012-08-31 17:50,paulina,2,GDS-15. Do you think that most people are better off than you are?,GDS_BetterOff,Patient's feelings of other people being better off than they are,RadioButton,0,0,0,NULL,NULL,NULL
746,1,2012-08-31 17:57,paulina,2,GDS-Signature,GDS_Signature,Signature of test examiner,CharField,0,0,0,NULL,NULL,30
747,1,2012-08-31 17:59,paulina,2,GDS-Date,GDS_Date,Date test was given,CharField,0,0,0,NULL,NULL,30
748,1,2012-08-31 17:59,paulina,2,GDS_TOTAL score,GDS_Total,Total score of GDS test,BigIntegerField,0,0,0,NULL,NULL,NULL
749,1,2012-08-31 18:05,paulina,2,SAGE-Patient Name,SAGE_PatientName,Name of Patient,CharField,0,0,1,NULL,NULL,30
750,1,2012-08-31 18:06,paulina,2,SAGE-Date Completed,SAGE_Date,Date SAGE test completed,DateField,0,0,0,NULL,NULL,NULL
751,1,2012-08-31 18:07,paulina,2,SAGE_Completed by,SAGE_CompletedBy,Who was the SAGE test completed by,RadioButton,0,0,0,NULL,NULL,NULL
752,1,2012-08-31 18:09,paulina,2,SAGE-Other person-relationship to participant,SAGE_Other_Relationship,"If ""Other"" option selected, what is the relationship of this person to participant",CharField,0,0,0,NULL,NULL,30
753,1,2012-08-31 18:10,paulina,2,SAGE_Is this being administered via telephone?,SAGE_TelephoneAdministration,Is the SAGE test being administered via telephone,RadioButton,0,0,0,NULL,NULL,NULL
754,1,2012-08-31 18:15,paulina,2,SAGE_Lawton IADL also administered?,SAGE_Lawton,Was Lawton IADL administered to patient,RadioButton,0,0,0,NULL,NULL,NULL
755,1,2012-08-31 18:17,paulina,2,"SAGE-If also administered, then SAGE done:",SAGE_SAGECompleted,Was SAGE completed before or after Lawton IADL,RadioButton,0,0,0,NULL,NULL,NULL
756,1,2012-08-31 18:19,paulina,2,"SAGE-1. Keeping your attention or :train of thought"" during a conversation",SAGE_Attention,"Patient's ability to maintain attention and ""train of thought""",RadioButton,0,0,0,NULL,NULL,NULL
757,1,2012-08-31 18:20,paulina,2,"SAGE-2. Remembering things that happened a few days before? (e.g. conversation, people visiting)",SAGE_Remembering,Patient's ability to remember things,RadioButton,0,0,0,NULL,NULL,NULL
758,1,2012-08-31 18:22,paulina,2,"SAGE-3. Playing a game or reading a book that requires concentration? (of games: crosswords, checkers, chess)",SAGE_ConcentrationGameBook,Level of concentration required in playing a game or reading a book,RadioButton,0,0,0,NULL,NULL,NULL
759,1,2012-08-31 18:26,paulina,2,SAGE-4. Ability to switch between things that are happening at the same time? (e.g. making tea and talking to someone),SAGE_Multitask,Patient's ability to switch between two things happening at once,RadioButton,0,0,0,NULL,NULL,NULL
760,1,2012-08-31 18:28,paulina,2,SAGE-5. Finding your way around a new building? (e.g. hospital/clinic),SAGE_FindWayBuilding,Patient's ability to find way around a building,RadioButton,0,0,0,NULL,NULL,NULL
761,1,2012-08-31 18:29,paulina,2,SAGE-6. Organizing a trip or social activities,SAGE_OrganizeSocial,Patient's ability to organize social activities,RadioButton,0,0,0,NULL,NULL,NULL
762,1,2012-08-31 18:30,paulina,2,SAGE-7. Doing your own finances or shopping?,SAGE_FinanceShopping,Patient's ability to do own finances and shopping,RadioButton,0,0,0,NULL,NULL,NULL
763,1,2012-08-31 18:31,paulina,2,SAGE-8. Organizing and taking your medications,SAGE_OrganizeMeds,Patient's ability to organize or take own medications,RadioButton,0,0,0,NULL,NULL,NULL
764,1,2012-08-31 18:31,paulina,2,SAGE-9. Preparing a meal and/or doing laundry,SAGE_MealsLaundry,Patient's ability to organize meals or do own laundry,RadioButton,0,0,0,NULL,NULL,NULL
765,1,2012-08-31 18:32,paulina,2,SAGE-10 a) Driving,SAGE_Driving,Patient's ability to drive,RadioButton,0,0,0,NULL,NULL,NULL
766,1,2012-08-31 18:33,paulina,2,SAGE-Driving b) Using public transportation,SAGE_PublicTrans,Patient's ability to use public transportation,RadioButton,0,0,0,NULL,NULL,NULL
767,1,2012-08-31 18:35,paulina,2,SAGE-11. Using stairs? (one flight),SAGE_Stairs,Patient's ability to use the stairs,RadioButton,0,0,0,NULL,NULL,NULL
771,1,2012-08-31 19:10,paulina,2,SAGE-Stairs-If yes,SAGE_Stairs_Yes,"If patient requires assistance using stairs, what type of assistance",RadioButton,0,0,0,NULL,NULL,NULL
770,1,2012-08-31 19:09,paulina,2,"SAGE-Stairs-If Moderate, do you require help?",SAGE_StairsModerate_Help,Does patient require assistance using stairs,RadioButton,0,0,0,NULL,NULL,NULL
772,1,2012-08-31 19:11,paulina,2,SAGE-12. Walking? (approx. 10m or 32ft or 14 steps),SAGE_WalkingDifficulty,Does patient have difficulty walking,RadioButton,0,0,0,NULL,NULL,NULL
773,1,2012-08-31 19:12,paulina,2,"SAGE-Walking-If moderate, do you require help?",SAGE_WalkingModerate_Help,Does patient require assistance walking,RadioButton,0,0,0,NULL,NULL,NULL
774,1,2012-08-31 19:13,paulina,2,SAGE-Walking-If yes,SAGE_Walking_Yes,"If patient requires assistance walking, what type of assistance",RadioButton,0,0,0,NULL,NULL,NULL
775,1,2012-08-31 19:15,paulina,2,SAGE-13. Dressing?,SAGE_Dressing,Does patient have difficulty dressing,RadioButton,0,0,0,NULL,NULL,NULL
776,1,2012-08-31 19:16,paulina,2,"SAGE-Dressing-If moderate, do you require help from another person?",SAGE_DressingModerate,Does patient require assistance dressing,RadioButton,0,0,0,NULL,NULL,NULL
777,1,2012-08-31 19:18,paulina,2,SAGE-14. Transfer from bed to chair,SAGE_Transfer_BedToChair,Does patient have difficulty transferring form bed to chair,RadioButton,0,0,0,NULL,NULL,NULL
